task,submission,model,origin_source_bytes,orig_tc_shown_bytes,orig_tc_shown_fraction,orig_tc_shown_form,origin_truncated,reduced_source_bytes,reduced_tc_shown_bytes,reduced_tc_shown_fraction,reduced_tc_shown_form,reduced_truncated,no_tc_correct,orig_tc_correct,reduced_tc_correct,delta_reduced_origin,delta_reduced_no_test,orig_tc_prompt_contains_input,orig_tc_prompt_contains_expected,orig_tc_prompt_contains_actual,reduced_tc_prompt_contains_input,reduced_tc_prompt_contains_expected,reduced_tc_prompt_contains_actual
abc375c,66862386,Qwen2.5-Coder-7B-Instruct,1028292,20480,0.019916521766190926,prefix_20480,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc375c,66824352,Qwen2.5-Coder-7B-Instruct,4155592,20480,0.004928299024543314,prefix_20480,True,23,23,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,65060332,Qwen2.5-Coder-7B-Instruct,3955096,20480,0.005178129683830683,prefix_20480,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,65060141,Qwen2.5-Coder-7B-Instruct,3955096,20480,0.005178129683830683,prefix_20480,True,17,17,1.0,full,False,2,0,1,0.1,-0.1,True,True,True,True,True,True
abc376c,64980246,Qwen2.5-Coder-7B-Instruct,3955096,20480,0.005178129683830683,prefix_20480,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64977242,Qwen2.5-Coder-7B-Instruct,3955096,20480,0.005178129683830683,prefix_20480,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64962645,Qwen2.5-Coder-7B-Instruct,1528091,20480,0.013402343185059005,prefix_20480,True,25,25,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64962053,Qwen2.5-Coder-7B-Instruct,3955621,20480,0.005177442429393514,prefix_20480,True,294696,10242,0.03475615549583299,prefix_other,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64955978,Qwen2.5-Coder-7B-Instruct,3955621,20480,0.005177442429393514,prefix_20480,True,294696,10242,0.03475615549583299,prefix_other,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64955966,Qwen2.5-Coder-7B-Instruct,3955621,20480,0.005177442429393514,prefix_20480,True,294696,10242,0.03475615549583299,prefix_other,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64955961,Qwen2.5-Coder-7B-Instruct,3955096,20480,0.005178129683830683,prefix_20480,True,620,620,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376c,64955954,Qwen2.5-Coder-7B-Instruct,3955621,20480,0.005177442429393514,prefix_20480,True,294696,10242,0.03475615549583299,prefix_other,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,67092162,Qwen2.5-Coder-7B-Instruct,2416933,20480,0.008473548915091979,prefix_20480,True,17,17,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc376e,67027803,Qwen2.5-Coder-7B-Instruct,2016905,20480,0.010154171862333625,prefix_20480,True,26,26,1.0,full,False,0,0,2,0.2,0.2,True,True,True,True,True,True
abc376e,66915962,Qwen2.5-Coder-7B-Instruct,1816674,20480,0.01127334898831601,prefix_20480,True,25,25,1.0,full,False,1,0,2,0.2,0.1,True,True,True,True,True,True
abc376e,66495343,Qwen2.5-Coder-7B-Instruct,2416933,20480,0.008473548915091979,prefix_20480,True,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66075558,Qwen2.5-Coder-7B-Instruct,2416933,20480,0.008473548915091979,prefix_20480,True,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66075483,Qwen2.5-Coder-7B-Instruct,2416933,20480,0.008473548915091979,prefix_20480,True,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66075325,Qwen2.5-Coder-7B-Instruct,2416933,20480,0.008473548915091979,prefix_20480,True,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,66074967,Qwen2.5-Coder-7B-Instruct,2416933,20480,0.008473548915091979,prefix_20480,True,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,65936878,Qwen2.5-Coder-7B-Instruct,2016905,20480,0.010154171862333625,prefix_20480,True,26,26,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376e,65710653,Qwen2.5-Coder-7B-Instruct,1816674,20480,0.01127334898831601,prefix_20480,True,25,25,1.0,full,False,1,1,2,0.1,0.1,True,True,True,True,True,True
abc376d,67251105,Qwen2.5-Coder-7B-Instruct,2577853,40960,0.015889191509368454,prefix_40960,True,2577853,40960,0.015889191509368454,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,67091871,Qwen2.5-Coder-7B-Instruct,1729652,20480,0.01184053208391052,prefix_20480,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,67073362,Qwen2.5-Coder-7B-Instruct,1729652,20480,0.01184053208391052,prefix_20480,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66684636,Qwen2.5-Coder-7B-Instruct,1729652,20480,0.01184053208391052,prefix_20480,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66676091,Qwen2.5-Coder-7B-Instruct,1729652,20480,0.01184053208391052,prefix_20480,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66669463,Qwen2.5-Coder-7B-Instruct,1729652,20480,0.01184053208391052,prefix_20480,True,45,45,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66500367,Qwen2.5-Coder-7B-Instruct,1729652,20480,0.01184053208391052,prefix_20480,True,16,16,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66485044,Qwen2.5-Coder-7B-Instruct,1729652,20480,0.01184053208391052,prefix_20480,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66484903,Qwen2.5-Coder-7B-Instruct,1729652,20480,0.01184053208391052,prefix_20480,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc376d,66443013,Qwen2.5-Coder-7B-Instruct,1729652,20480,0.01184053208391052,prefix_20480,True,36,36,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377c,64880220,Qwen2.5-Coder-7B-Instruct,1503973,20480,0.013617265735488602,prefix_20480,True,13,13,1.0,full,False,2,0,1,0.1,-0.1,True,True,True,True,True,True
abc377c,64868673,Qwen2.5-Coder-7B-Instruct,1503973,20480,0.013617265735488602,prefix_20480,True,13,13,1.0,full,False,1,1,2,0.1,0.1,True,True,True,True,True,True
abc377c,64698971,Qwen2.5-Coder-7B-Instruct,482615,20480,0.04243548169866249,prefix_20480,True,31,31,1.0,full,False,0,1,1,0.0,0.1,True,True,True,True,True,True
abc377c,64698368,Qwen2.5-Coder-7B-Instruct,482615,20480,0.04243548169866249,prefix_20480,True,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377c,64493881,Qwen2.5-Coder-7B-Instruct,1557078,20480,0.013152841411926698,prefix_20480,True,14,14,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc377c,64493735,Qwen2.5-Coder-7B-Instruct,1557078,20480,0.013152841411926698,prefix_20480,True,14,14,1.0,full,False,2,0,0,0.0,-0.2,True,True,True,True,True,True
abc377c,64188365,Qwen2.5-Coder-7B-Instruct,1557078,20480,0.013152841411926698,prefix_20480,True,22,22,1.0,full,False,1,4,1,-0.3,0.0,True,True,True,True,True,True
abc377c,63949262,Qwen2.5-Coder-7B-Instruct,482615,20480,0.04243548169866249,prefix_20480,True,31,31,1.0,full,False,2,0,0,0.0,-0.2,True,True,True,True,True,True
abc377c,63949051,Qwen2.5-Coder-7B-Instruct,482615,20480,0.04243548169866249,prefix_20480,True,31,31,1.0,full,False,3,3,4,0.1,0.1,True,True,True,True,True,True
abc377c,63948871,Qwen2.5-Coder-7B-Instruct,482615,20480,0.04243548169866249,prefix_20480,True,31,31,1.0,full,False,7,4,6,0.2,-0.1,True,True,True,True,True,True
abc377f,64672933,Qwen2.5-Coder-7B-Instruct,5443,5443,1.0,full,False,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,64672896,Qwen2.5-Coder-7B-Instruct,5443,5443,1.0,full,False,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,59971129,Qwen2.5-Coder-7B-Instruct,5443,5443,1.0,full,False,5,5,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,67095334,Qwen2.5-Coder-7B-Instruct,11657,11657,1.0,full,False,31,31,1.0,full,False,1,0,0,0.0,-0.1,True,True,True,True,True,True
abc377f,61466538,Qwen2.5-Coder-7B-Instruct,5443,5443,1.0,full,False,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,61644105,Qwen2.5-Coder-7B-Instruct,11657,11657,1.0,full,False,19,19,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,67095303,Qwen2.5-Coder-7B-Instruct,11657,11657,1.0,full,False,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,61466557,Qwen2.5-Coder-7B-Instruct,5443,5443,1.0,full,False,10,10,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,61026107,Qwen2.5-Coder-7B-Instruct,5443,5443,1.0,full,False,5,5,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc377f,61634046,Qwen2.5-Coder-7B-Instruct,11657,11657,1.0,full,False,19,19,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,67213592,GLM-4-9B-Chat,6904,6904,1.0,full,False,6903,6903,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,67186860,GLM-4-9B-Chat,6904,6904,1.0,full,False,6903,6903,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,67182020,GLM-4-9B-Chat,6904,6904,1.0,full,False,6903,6903,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,67107765,GLM-4-9B-Chat,6904,6904,1.0,full,False,6903,6903,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,67095560,GLM-4-9B-Chat,6904,6904,1.0,full,False,6903,6903,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,67095547,GLM-4-9B-Chat,6904,6904,1.0,full,False,6903,6903,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,67030359,GLM-4-9B-Chat,6904,6904,1.0,full,False,6903,6903,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,67026479,GLM-4-9B-Chat,6904,6904,1.0,full,False,23,23,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,66894391,GLM-4-9B-Chat,6904,6904,1.0,full,False,6903,6903,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc361c,66704499,GLM-4-9B-Chat,6904,6904,1.0,full,False,6903,6903,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc362d,67088863,GLM-4-9B-Chat,678706,20480,0.03017506843905903,prefix_20480,True,24,24,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc362d,67055151,GLM-4-9B-Chat,3038015,20480,0.006741243871409457,prefix_20480,True,76,76,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc362d,66901805,GLM-4-9B-Chat,3038015,20480,0.006741243871409457,prefix_20480,True,22,22,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc362d,66901765,GLM-4-9B-Chat,3038015,30720,0.010111865807114186,prefix_20480,True,23,23,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc362d,66824420,GLM-4-9B-Chat,26198,26198,1.0,full,False,24,24,1.0,full,False,6,2,6,0.4,0.0,True,True,True,True,True,True
abc362d,66485839,GLM-4-9B-Chat,678706,20480,0.03017506843905903,prefix_20480,True,24,24,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc362d,66485778,GLM-4-9B-Chat,678706,20480,0.03017506843905903,prefix_20480,True,24,24,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc362d,66485717,GLM-4-9B-Chat,26198,20480,0.7817390640506909,prefix_20480,True,24,24,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc362d,66246685,GLM-4-9B-Chat,3038015,20480,0.006741243871409457,prefix_20480,True,75,75,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc362d,65947516,GLM-4-9B-Chat,678706,20480,0.03017506843905903,prefix_20480,True,24,24,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc363e,67112937,GLM-4-9B-Chat,5885,5885,1.0,full,False,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc363e,67112907,GLM-4-9B-Chat,5885,5885,1.0,full,False,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc363e,67012798,GLM-4-9B-Chat,6446038,20480,0.003177145403114285,prefix_20480,True,18,18,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc363e,66903504,GLM-4-9B-Chat,5853455,20480,0.0034987883224522954,prefix_20480,True,16,16,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc363e,66903440,GLM-4-9B-Chat,5853455,30720,0.005248182483678443,prefix_20480,True,16,16,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc363e,66879782,GLM-4-9B-Chat,5833173,40960,0.007021907287851741,prefix_40960,True,5833173,40960,0.007021907287851741,prefix_40960,True,0,0,0,0.0,0.0,True,False,False,True,False,False
abc363e,66867492,GLM-4-9B-Chat,5885,5885,1.0,full,False,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc363e,66698060,GLM-4-9B-Chat,5885,5885,1.0,full,False,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc363e,66451108,GLM-4-9B-Chat,5885,5885,1.0,full,False,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc363e,66451062,GLM-4-9B-Chat,5885,5885,1.0,full,False,17,17,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,67175419,GLM-4-9B-Chat,682693,20480,0.02999884281807489,prefix_20480,True,224017,20480,0.09142163317962476,prefix_20480,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,66949397,GLM-4-9B-Chat,682693,20480,0.02999884281807489,prefix_20480,True,29,29,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,66687736,GLM-4-9B-Chat,682693,20480,0.02999884281807489,prefix_20480,True,29,29,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,66684832,GLM-4-9B-Chat,682693,20480,0.02999884281807489,prefix_20480,True,29,29,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,66684578,GLM-4-9B-Chat,682693,20480,0.02999884281807489,prefix_20480,True,29,29,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,65154558,GLM-4-9B-Chat,2688994,20480,0.007616231200218372,prefix_20480,True,29,29,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,65154456,GLM-4-9B-Chat,2688994,20480,0.007616231200218372,prefix_20480,True,29,29,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,65154395,GLM-4-9B-Chat,2688994,40960,0.015232462400436743,prefix_40960,True,29,29,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,65154375,GLM-4-9B-Chat,2688994,40960,0.015232462400436743,prefix_40960,True,29,29,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc364d,65154236,GLM-4-9B-Chat,2688994,40960,0.015232462400436743,prefix_40960,True,29,29,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67035548,GLM-4-9B-Chat,200008,20480,0.10239590416383344,prefix_20480,True,7,7,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67113943,GLM-4-9B-Chat,200008,40960,0.20479180832766689,prefix_40960,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67113921,GLM-4-9B-Chat,200008,40960,0.20479180832766689,prefix_40960,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67228375,GLM-4-9B-Chat,200008,40960,0.20479180832766689,prefix_40960,True,8,8,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67225698,GLM-4-9B-Chat,200008,40960,0.20479180832766689,prefix_40960,True,4,4,1.0,full,False,0,0,0,0.0,0.0,True,False,False,True,False,False
abc365d,66992050,GLM-4-9B-Chat,200008,40960,0.20479180832766689,prefix_40960,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,66993696,GLM-4-9B-Chat,200008,40960,0.20479180832766689,prefix_40960,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67035523,GLM-4-9B-Chat,200008,40960,0.20479180832766689,prefix_40960,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67228302,GLM-4-9B-Chat,200008,40960,0.20479180832766689,prefix_40960,True,6,6,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc365d,67283559,GLM-4-9B-Chat,200008,40960,0.20479180832766689,prefix_40960,True,8,8,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc366c,67028599,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc366c,66889857,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc366c,66889844,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,31,31,1.0,full,False,1,0,0,0.0,-0.1,True,True,True,True,True,True
abc366c,66875780,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,31,31,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc366c,66808962,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,22,22,1.0,full,False,7,5,8,0.3,0.1,True,True,True,True,True,True
abc366c,66658547,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc366c,66290391,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,31,31,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc366c,66053042,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,22,22,1.0,full,False,7,2,4,0.2,-0.3,True,True,True,True,True,True
abc366c,65549527,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,4,4,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc366c,65541312,GLM-4-9B-Chat,1088924,40960,0.03761511363511136,prefix_40960,True,4,4,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,67202273,GLM-4-9B-Chat,2199915,20480,0.009309450592409252,prefix_20480,True,2199910,40960,0.018618943502234184,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,67193151,GLM-4-9B-Chat,166156,40960,0.24651532294951733,prefix_40960,True,11,40960,3723.6363636363635,not_source_prefix,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,66154485,GLM-4-9B-Chat,166156,40960,0.24651532294951733,prefix_40960,True,11,40960,3723.6363636363635,not_source_prefix,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,67193160,GLM-4-9B-Chat,166156,40960,0.24651532294951733,prefix_40960,True,11,40960,3723.6363636363635,not_source_prefix,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,65761143,GLM-4-9B-Chat,166156,40960,0.24651532294951733,prefix_40960,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,63618307,GLM-4-9B-Chat,166156,40960,0.24651532294951733,prefix_40960,True,166154,40960,0.24651829026084235,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,66250755,GLM-4-9B-Chat,399999,40960,0.10240025600064,prefix_40960,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,63618182,GLM-4-9B-Chat,166156,40960,0.24651532294951733,prefix_40960,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,63090199,GLM-4-9B-Chat,166156,40960,0.24651532294951733,prefix_40960,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc367d,63618273,GLM-4-9B-Chat,166156,40960,0.24651532294951733,prefix_40960,True,11,11,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,67191225,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,22,22,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,67188516,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,22,22,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,67112272,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,22,22,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,67109122,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,12,12,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,67109097,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,12,12,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,67108987,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,22,22,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,67014332,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,21,21,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,66662246,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,12,12,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,66662226,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,12,12,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc368c,66495377,GLM-4-9B-Chat,1978074,40960,0.020707010961167276,prefix_40960,True,12,12,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc369d,66452865,GLM-4-9B-Chat,1300007,40960,0.0315075226518011,prefix_40960,True,26,26,1.0,full,False,1,0,0,0.0,-0.1,True,True,True,True,True,True
abc369d,66698094,GLM-4-9B-Chat,1300007,40960,0.0315075226518011,prefix_40960,True,26,26,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc369d,66381795,GLM-4-9B-Chat,1600013,40960,0.025599792001689985,prefix_40960,True,37,37,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc369d,66601916,GLM-4-9B-Chat,1300007,40960,0.0315075226518011,prefix_40960,True,13,13,1.0,full,False,4,2,7,0.5,0.3,True,True,True,True,True,True
abc369d,66602018,GLM-4-9B-Chat,1300007,40960,0.0315075226518011,prefix_40960,True,13,13,1.0,full,False,2,5,4,-0.1,0.2,True,True,True,True,True,True
abc369d,67111720,GLM-4-9B-Chat,1300007,40960,0.0315075226518011,prefix_40960,True,13,13,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc369d,66290467,GLM-4-9B-Chat,1300007,40960,0.0315075226518011,prefix_40960,True,19,19,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc369d,66291076,GLM-4-9B-Chat,1300007,40960,0.0315075226518011,prefix_40960,True,37,37,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc369d,67240077,GLM-4-9B-Chat,1600013,40960,0.025599792001689985,prefix_40960,True,37,37,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc369d,67265264,GLM-4-9B-Chat,1300007,40960,0.0315075226518011,prefix_40960,True,13,13,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc370d,67044691,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,14,14,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc370d,66200722,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,26,26,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc370d,65578854,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,14,14,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc370d,65527153,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,14,14,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc370d,65496614,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,10,10,1.0,full,False,0,0,0,0.0,0.0,True,False,False,True,True,True
abc370d,65350419,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,1567915,40960,0.026123865132995094,prefix_40960,True,1,0,0,0.0,-0.1,True,True,True,True,True,True
abc370d,65350386,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,1567915,40960,0.026123865132995094,prefix_40960,True,0,0,0,0.0,0.0,True,True,True,True,True,True
abc370d,65350266,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,14,14,1.0,full,False,0,0,1,0.1,0.1,True,True,True,True,True,True
abc370d,67283761,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,22,22,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc370d,65350192,GLM-4-9B-Chat,1567915,40960,0.026123865132995094,prefix_40960,True,14,14,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc371d,66997913,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,84,84,1.0,full,False,4,1,7,0.6,0.3,True,True,True,True,True,True
abc371d,66610768,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,84,84,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc371d,66993984,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,84,84,1.0,full,False,0,2,3,0.1,0.3,True,True,True,True,True,True
abc371d,66849824,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,84,84,1.0,full,False,0,0,0,0.0,0.0,True,True,True,True,True,True
abc371d,66994557,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,84,84,1.0,full,False,1,1,0,-0.1,-0.1,True,True,True,True,True,True
abc371d,66994628,GLM-4-9B-Chat,8211979,40960,0.004987835453549016,prefix_40960,True,84,84,1.0,full,False,2,1,2,0.1,0.0,True,True,True,True,True,True
